buildings,production_method_groups,production_methods,type,required_construction,ammunition,small_arms,artillery,tanks,aeroplanes,manowars,ironclads,grain,fish,fabric,wood,groceries,clothes,furniture,paper,services,transportation,electricity,merchant_marine,clippers,steamers,silk,dye,sulfur,coal,iron,lead,hardwood,rubber,oil,engines,steel,glass,fertilizer,tools,explosives,porcelain,meat,fruit,liquor,wine,tea,coffee,sugar,tobacco,opium,automobiles,telephones,radios,luxury_clothes,luxury_furniture,gold,fine_art,elgar_music,manzoni_prints,elgar_instruments,good_uranium,bauxite,alloys,copper,commonores,advancedores,rare_earths,aluminium,plastics,light_fuel,lubricant,heavy_fuel,copperwires,batteries,electroniccomponents,processors,homeappliances,televisions,computer,robotics,water,pharmaceuticals,gas,civil_planes,space_assets,raw_data,organized_data,business_data,telecommunications,softwares,interactive_entertainment,cosmetics,on_demand_goods,ai_systems,androids,global_electricity
building_mosque_of_djenne,pmg_base_building_mosque_of_djenne,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_mosque_of_djenne,pmg_base_building_mosque_of_djenne,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_motor_industry,pmg_base_building_motor_industry,pm_steam_engines,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_motor_industry,pmg_base_building_motor_industry,pm_electric_engines,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,-20,,,,,,,,,,,,,85,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,-5,-10,,,,,,,,,,,,,,,,,,,,,,
building_motor_industry,pmg_base_building_motor_industry,pm_diesel_engines,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,-15,,,-5,-10,,,,,,,,,,,,,,,,,,,,,,
building_motor_industry,pmg_base_building_motor_industry,pm_turbo_diesel_engines,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,-10,,,,-15,-5,,,,,,,,,,,,,,,,,,,,,
building_motor_industry,pmg_base_building_motor_industry,pm_ev_motors,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,-20,,,,,,,,,,,,,155,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,-25,,-5,,,,,,,,,,,,,,,,,,,,
building_motor_industry,pmg_automation_building_motor_industry,pm_automation_disabled,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_motor_industry,pmg_automation_building_motor_industry,pm_watertube_boiler_building_motor_industry,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_motor_industry,pmg_automation_building_motor_industry,pm_rotary_valve_engine_building_motor_industry,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_motor_industry,pmg_automation_building_motor_industry,pm_assembly_lines_building_motor_industry,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,
building_motor_industry,pmg_automation_building_motor_industry,pm_advanced_assembly_lines_building_motor_industry,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,-2,,,,,,,,,,,,,,,,
building_motor_industry,pmg_automation_building_motor_industry,pm_robotic_building_motor_industry,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,-1,,,,-3,,,,,,,,,,,,,,,,
building_motor_industry,pmg_automation_building_motor_industry,pm_iot_building_motor_industry,automation,construction_cost_very_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,-1,,,,-3,,,,,,,,,-5,,,,,,,
building_motor_industry,pmg_data_optimization_heavy_industry,pm_manual_data_reporting_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
building_motor_industry,pmg_data_optimization_heavy_industry,pm_manual_data_optimization_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,
building_motor_industry,pmg_data_optimization_heavy_industry,pm_digital_data_optimization_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-3,,,,,,,,
building_motor_industry,pmg_data_optimization_heavy_industry,pm_digital_data_on_premises_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,-3,,-1,,,,,,
building_motor_industry,pmg_data_optimization_heavy_industry,pm_internet_data_reporting_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,-4,-2,-3,,,,,,
building_motor_industry,pmg_data_optimization_heavy_industry,pm_internet_data_optimization_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,16,,-6,-5,-4,,,,,,
building_munition_plant,pmg_base_building_munition_plant,pm_percussion_caps,base,construction_cost_very_high,50,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_munition_plant,pmg_base_building_munition_plant,pm_explosive_shells,base,construction_cost_very_high,90,,,,,,,,,,,,,,,,,,,,,,,,,,-30,,,,,,,,,-40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_munition_plant,pmg_base_building_munition_plant,pm_precised_shells,base,construction_cost_very_high,110,,,,,,,,,,,,,,,,,,,,,,,,,,-30,,,,,-10,,,,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,
building_munition_plant,pmg_base_building_munition_plant,pm_launched_guided_projectiles,base,construction_cost_very_high,130,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,,,-30,,,,-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,
building_munition_plant,pmg_automation_building_munition_plant,pm_automation_disabled,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_munition_plant,pmg_automation_building_munition_plant,pm_rotary_valve_engine_building_munition_plant,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_munition_plant,pmg_automation_building_munition_plant,pm_assembly_lines_building_munition_plant,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6,,,,,,,,,,,,,,,,,,,,,,,,,
building_munition_plant,pmg_automation_building_munition_plant,pm_advanced_assembly_lines_building_munition_plant,base,construction_cost_very_high,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,-2,,,,,,,,,,,,,,,,
building_munition_plant,pmg_missiles_building_munition_plant,pm_no_missiles_building_munition_plant,refining,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_munition_plant,pmg_missiles_building_munition_plant,pm_rocket_building_munition_plant,refining,construction_cost_very_high,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,
building_munition_plant,pmg_missiles_building_munition_plant,pm_guided_missiles_building_munition_plant,refining,construction_cost_very_high,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,-10,,-5,,,,,-5,,,,,,,,,,,,,,,,,,,,,
building_munition_plant,pmg_data_optimization_heavy_industry,pm_manual_data_reporting_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,
building_munition_plant,pmg_data_optimization_heavy_industry,pm_manual_data_optimization_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,,,,,,,,
building_munition_plant,pmg_data_optimization_heavy_industry,pm_digital_data_optimization_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-3,,,,,,,,
building_munition_plant,pmg_data_optimization_heavy_industry,pm_digital_data_on_premises_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,-3,,-1,,,,,,
building_munition_plant,pmg_data_optimization_heavy_industry,pm_internet_data_reporting_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,-4,-2,-3,,,,,,
building_munition_plant,pmg_data_optimization_heavy_industry,pm_internet_data_optimization_heavy_industry,other,construction_cost_very_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,16,,-6,-5,-4,,,,,,
building_natural_gas_rig,pmg_base_building_natural_gas_rig,pm_gas_steam_derricks,base,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,
building_natural_gas_rig,pmg_base_building_natural_gas_rig,pm_gas_combustion_derricks,base,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,-5,,,,,,,,95,,,,,,,,,,,,,
building_natural_gas_rig,pmg_base_building_natural_gas_rig,pm_gas_horizontal_perforation,base,construction_cost_high,,,,,,,,,,,,,,,,,,-25,,,,,,,,,,,,30,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,-5,,,,,,,,170,,,,,,,,,,,,,
building_natural_gas_rig,pmg_base_building_natural_gas_rig,pm_gas_hydraulic_fracturing,base,construction_cost_high,,,,,,,,,,,,,,,,,,-30,,,,,,,,,,,,70,-90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,-20,-20,,290,,,,,,,,,,,,,
building_natural_gas_rig,pmg_transportation_building_natural_gas_rig,pm_rail_transport_building_natural_gas_rig,automation,construction_cost_high,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_natural_gas_rig,pmg_transportation_building_natural_gas_rig,pm_liquefied_gas_tankers,automation,construction_cost_high,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_natural_gas_rig,pmg_data_optimization_primary_sector,pm_manual_data_reporting_primary_sector,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_natural_gas_rig,pmg_data_optimization_primary_sector,pm_manual_data_optimization_primary_sector,other,construction_cost_high,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,
building_natural_gas_rig,pmg_data_optimization_primary_sector,pm_digital_data_optimization_primary_sector,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-3,,,,,,,,
building_natural_gas_rig,pmg_data_optimization_primary_sector,pm_digital_data_on_premises_primary_sector,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,-3,,-1,,,,,,
building_natural_gas_rig,pmg_data_optimization_primary_sector,pm_internet_data_reporting_primary_sector,other,construction_cost_high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,-4,-1,-3,,,,,,
building_nuclear_weapons_silo,pmg_nuclear_type_military,pm_atomic_bomb,military,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,-10,,,,,,,,,,,,,,,,,,,,,-20,,,,,,,,,,,,,,-5,,,,,,-10,,,,,,,,,,,,,,,
building_nuclear_weapons_silo,pmg_nuclear_type_military,pm_hydrogen_bomb,military,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,-10,,,,,,,,,,-5,,,,-5,-20,,,,,,,,,,,,,,,
building_nuclear_weapons_silo,pmg_nuclear_stockpile_military,pm_nuclear_stockpile_1,military,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_nuclear_weapons_silo,pmg_nuclear_stockpile_military,pm_nuclear_stockpile_2,military,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_nuclear_weapons_silo,pmg_nuclear_stockpile_military,pm_nuclear_stockpile_3,military,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_nuclear_weapons_silo,pmg_nuclear_bomber_military,pm_nuclear_bomber,military,construction_cost_modern,-20,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-50,,,,,,,,,,,,,,,,,,,,,,,,,,
building_nuclear_weapons_silo,pmg_nuclear_bomber_military,pm_icbms,military,construction_cost_modern,-50,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100,,,,,,,,,,,,,,,,,,,,,,,,,,
building_observatorygreenwich,pmg_dummy,pm_dummy,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_office,pmg_data_section_building_office,pm_manual_market_studies,base,construction_cost_modern,,,,,,,,,,,,,,,-5,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25,60,,,,,,,,
building_office,pmg_data_section_building_office,pm_basic_data_analysis,base,construction_cost_modern,,,,,,,,,,,,,,,-3,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,-25,80,,-1,,,,,,
building_office,pmg_data_section_building_office,pm_cloud_databased_data_analysis,base,construction_cost_modern,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,-25,105,,-4,,,,,,
building_office,pmg_service_section_building_office,pm_consulting_firm_services,refining,construction_cost_modern,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25,50,,,,,,,,
building_office,pmg_service_section_building_office,pm_multinational_corporate_services,refining,construction_cost_modern,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25,65,,,,,,,,
building_office,pmg_service_section_building_office,pm_global_outsourcing_hub,refining,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,-25,80,,-2,,,,,,
building_office,pmg_data_transportation_building_office,pm_typewriter_documentation_building_office,automation,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-1,,,,,,,
building_office,pmg_data_transportation_building_office,pm_teleprinter_network_building_office,automation,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,-2,,,,,,,
building_office,pmg_data_transportation_building_office,pm_local_network_building_office,automation,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,
building_office,pmg_data_transportation_building_office,pm_internet_building_office,automation,construction_cost_modern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,
building_oil_rig,pmg_base_building_oil_rig,pm_steam_derricks,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,60,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_oil_rig,pmg_base_building_oil_rig,pm_combustion_derricks,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10,,,,,-5,,,,,,,,,,,,,,,,,,,,,
building_oil_rig,pmg_base_building_oil_rig,pm_oil_horizontal_perforation,base,construction_cost_medium,,,,,,,,,,,,,,,,,,-20,,,,,,,,,,,,210,-70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,-10,,,,,,,,,,,,,,,,,,,,,
building_oil_rig,pmg_base_building_oil_rig,pm_oil_hydraulic_fracturing,base,construction_cost_medium,,,,,,,,,,,,,,,,,,-30,,,,,,,,,,,,350,-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,-25,-35,,,,,,,,,,,,,,,
building_oil_rig,pmg_transportation_building_oil_rig,pm_road_carts,automation,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_oil_rig,pmg_transportation_building_oil_rig,pm_rail_transport_building_oil_rig,automation,construction_cost_medium,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_oil_rig,pmg_transportation_building_oil_rig,pm_tanker_cars,automation,construction_cost_medium,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_oil_rig,pmg_data_optimization_primary_sector,pm_manual_data_reporting_primary_sector,other,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_oil_rig,pmg_data_optimization_primary_sector,pm_manual_data_optimization_primary_sector,other,construction_cost_medium,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,
building_oil_rig,pmg_data_optimization_primary_sector,pm_digital_data_optimization_primary_sector,other,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-3,,,,,,,,
building_oil_rig,pmg_data_optimization_primary_sector,pm_digital_data_on_premises_primary_sector,other,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,-3,,-1,,,,,,
building_oil_rig,pmg_data_optimization_primary_sector,pm_internet_data_reporting_primary_sector,other,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,-4,-1,-3,,,,,,
building_opium_plantation,pmg_base_building_opium_plantation,default_building_opium_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_opium_plantation,pmg_base_building_opium_plantation,automatic_irrigation_building_opium_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_opium_plantation,pmg_base_building_opium_plantation,advanced_plantation_methods_building_opium_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,-5,,-5,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,
building_opium_plantation,pmg_base_building_opium_plantation,drone_assisted_agriculture_building_opium_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,-20,,,-10,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,,,,,,-8,,,,,,,
building_opium_plantation,pmg_train_automation_building_opium_plantation,pm_road_carts,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_opium_plantation,pmg_train_automation_building_opium_plantation,pm_steam_rail_transport,automation,construction_cost_low,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_opium_plantation,pmg_train_automation_building_opium_plantation,pm_multiway_transport_plantation,automation,construction_cost_low,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_opium_plantation,pmg_data_optimization_primary_sector,pm_manual_data_reporting_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_opium_plantation,pmg_data_optimization_primary_sector,pm_manual_data_optimization_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,
building_opium_plantation,pmg_data_optimization_primary_sector,pm_digital_data_optimization_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-3,,,,,,,,
building_opium_plantation,pmg_data_optimization_primary_sector,pm_digital_data_on_premises_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,-3,,-1,,,,,,
building_opium_plantation,pmg_data_optimization_primary_sector,pm_internet_data_reporting_primary_sector,other,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,-4,-1,-3,,,,,,
building_panama_canal,pmg_canal,pm_canal,base,construction_cost_canal,,,,,,,,,,,,,,,,,,,,,,,,,-15,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
